B_0001,Title,Score,Rating,Genre,Directed By,Written By,Box Office,Release Date,Runtime,Studio 
B_1573,Hangar 10,14,NOT RATED,Horror;Mystery & Suspense;Science Fiction & Fantasy,Daniel Simpson,Daniel Simpson;Adam Preston,NA,NA,83,Newscope Films
B_1574,Iris,98,PG-13,Documentary,Albert Maysles,NA,1298129,2015-04-29,80,Magnolia Pictures
B_1575,Lila & Eve,40,R,Drama,Charles Stone III,Pat Gilfillan;Patrick Gilfillan,21806,2015-07-17,94,Samuel Goldwyn Films
B_1576,Amnesiac,21,NOT RATED,Drama;Horror;Mystery & Suspense,Michael Polish,Amy Kolquist;Mike Le,NA,2015-08-14,90,
B_1577,Where Hope Grows,46,PG-13,Drama;Faith & Spirituality,Chris Dowling,Chris Dowling,NA,2015-05-15,98,Roadside Attractions
B_1578,6 Ways To Die,40,NOT RATED,Action & Adventure;Mystery & Suspense;Special Interest,Nadeem Soumah,Nadeem Soumah,NA,2015-07-31,103,Entertainment One
B_1579,Child 44,26,R,Drama;Mystery & Suspense,Daniel Espinosa,Richard Price,1314609,2015-04-17,137,Summit Entertainment
B_1580,Lost For Words,33,NOT RATED,Drama;Romance,Stanley J. Orzel,Stanley J. Orzel;C. Joseph Bendy,NA,2013-10-18,107,Studio Strada
B_1581,Hunting Elephants,36,NOT RATED,Comedy,Reshef Levi,Reshef Levi,NA,2015-05-08,88,
B_1582,Hot Pursuit,7,PG-13,Action & Adventure;Comedy,Anne Fletcher,David Feeney;John Quaintance,26863875,2015-05-08,87,Warner Bros. Pictures
B_1583,The Seventh Dwarf,22,PG,Animation;Comedy,Boris Aljinovic;Harald Siepermann,Bernd Eilert;Sven Unterwaldt Jr.,NA,2015-07-31,87,Shout! Factory
B_1584,The 100-Year-Old Man Who Climbed Out the Window and Disappeared,67,R,Action & Adventure;Comedy;Drama,Felix Herngren,Felix Herngren;Hans Ingemansson,694069,2015-05-08,114,Music Box Films
B_1585,Police Story: Lockdown,13,NOT RATED,Action & Adventure;Art House & International;Drama,Sheng Ding,Sheng Ding,NA,2015-06-05,110,
B_1586,Little Boy,23,PG-13,Drama,Alejandro Monteverde,Alejandro Monteverde;Pepe Portillo,4902290,2015-04-24,86,Open Road Films
B_1587,Lambert & Stamp,88,R,Documentary;Special Interest,James D. Cooper,NA,26086,2015-04-03,120,Sony Pictures Classics
B_1588,The Riot Club (Posh),65,R,Art House & International;Drama;Mystery & Suspense,Lone Scherfig,Laura Wade,NA,2015-03-27,107,IFC Films
B_1589,5 to 7,69,R,Comedy;Romance,Victor Levin,Victor Levin,117066,2015-04-03,95,IFC Films
B_1590,The Kidnapping of Michel Houellebecq,91,NOT RATED,Comedy;Drama,Guillaume Nicloux,Guillaume Nicloux,NA,2015-03-25,93,Kino Lorber Films
B_1591,Match,75,R,Comedy;Drama,Stephen Belber,Stephen Belber,30469,2015-01-14,94,
B_1592,Soaked In Bleach,30,NOT RATED,Drama,Benjamin Statler,Benjamin Statler;Donnie Eichar;Richard Middleton,NA,2015-06-11,89,Emerging Pictures
B_1593,I Am Big Bird: The Caroll Spinney Story,84,NOT RATED,Documentary;Special Interest,Chad N. Walker;Dave LaMattina,Dave LaMattina,16333,2015-05-06,90,Tribeca Films
B_1594,Ejecta,40,NOT RATED,Science Fiction & Fantasy,Chad Archibald;Matt Wiele,Tony Burgess,NA,2015-02-27,87,Foresight Features
B_1595,Love at First Fight,81,G,Comedy;Drama;Romance,Thomas Cailley,Thomas Cailley;Claude le Pape,NA,2015-05-22,98,Strand Releasing
B_1596,The Outrageous Sophie Tucker,74,NOT RATED,Documentary,William Gazecki,Lloyd Ecker;Susan Ecker,NA,2015-07-24,96,Menemsha Films
B_1597,After the Ball,27,NOT RATED,Art House & International;Comedy,Sean Garrity,Jason Sherman;Kate Melville,160165,2015-04-24,102,Pacific Northwest Pictures
B_1598,October Gale,19,NOT RATED,Drama;Romance,Ruba Nadda,Ruba Nadda,NA,2015-03-06,91,IFC Films
B_1599,Preggoland,44,NOT RATED,Comedy,Jacob Tierney,Sonja Bennett,NA,2015-05-08,106,Gravitas Ventures
B_1600,Cub (Welp),38,NOT RATED,Action & Adventure;Art House & International;Drama;Horror,Jonas Govaerts,Jonas Govaerts;Roel Mondelaers,NA,NA,85,Kinepolis Film Distribution
B_1601,La Sapienza,86,NOT RATED,Drama,EugÃ¨ne Green,EugÃ¨ne Green,NA,2015-03-20,100,Kino Lorber Films
B_1602,The Yes Men Are Revolting,80,R,Documentary,Andy Bichlbaum;Mike Bonanno;Laura Nix;The Yes Men,Andy Bichlbaum;Mike Bonanno,NA,2015-06-12,80,The Orchard
B_1603,Patch Town,75,NOT RATED,Action & Adventure;Comedy;Science Fiction & Fantasy,Craig Goodwill,Christopher Bond;Jessie Gabe,NA,2015-06-05,85,Kino Lorber Films
B_1604,Unfriended,63,R,Horror;Mystery & Suspense,Levan Gabriadze,Nelson Greaves,31354666,2015-04-17,82,Universal Pictures
B_1605,Strangerland,39,R,Drama;Mystery & Suspense,Kim Farrant,Michael Kinirons;Fiona Seres,17472,2015-07-10,112,Alchemy
B_1606,The Nightmare,71,NOT RATED,Documentary;Horror,Rodney Ascher,NA,NA,2015-06-05,94,Gravitas Ventures
B_1607,Robot Overlords,61,PG-13,Action & Adventure;Science Fiction & Fantasy,Jon Wright,Jon Wright;Mark Stay,NA,2015-07-03,90,Vertical Entertainment
B_1608,Skin Trade,25,R,Action & Adventure,Ekachai Uekrongtham,Gabriel Dowrick;Dolph Lundgren;Steven Elder,1242,2015-05-08,96,Magnet Releasing
B_1609,I Am Chris Farley,71,NOT RATED,Art House & International;Documentary,Brent Hodge;Derik Murray,Steve Burgess,NA,2015-07-31,90,Virgil Films
B_1610,10 Cent Pistol,43,R,Drama;Mystery & Suspense,Michael C. Martin,Michael C. Martin,NA,2015-07-24,91,
B_1611,Home,48,PG,Animation,NA,Tom J. Astle;Matt Ember,157801252,2015-03-26,93,Dreamworks
B_1612,Insurgent,29,PG-13,Action & Adventure;Drama;Science Fiction & Fantasy;Romance,Robert Schwentke,Akiva Goldsman;Brian Duffield;Mark Bomback,114138208,2015-03-20,119,Lionsgate Films
B_1613,Far From the Madding Crowd,85,PG-13,Drama;Romance,Thomas Vinterberg,David Nicholls,NA,2015-05-01,119,20th Century Fox
B_1614,52 Tuesdays,88,NOT RATED,Drama;Kids & Family,Sophie Hyde,Matthew Cormack,NA,2015-03-27,114,Kino Lorber Films
B_1615,Blackbird,25,R,Drama;Special Interest,Patrik-Ian Polk,Patrik-Ian Polk;Rikki Beadle Blair,NA,2015-04-24,102,RLJE/Image Entertainment
B_1616,Every Secret Thing,31,R,Drama;Mystery & Suspense,Amy Berg,Nicole Holofcener,97020,2015-05-15,93,Starz Digital Media
B_1617,Second Opinion: Laetrile at Sloan-Kettering,58,NOT RATED,Documentary;Drama,Eric Merola,Eric Merola,NA,2014-08-29,75,Merola Productions
B_1618,Faults,91,NOT RATED,Drama;Mystery & Suspense,Riley Stearns,Riley Stearns,NA,2015-03-06,89,Screen Media Films
B_1619,Glass Chin,85,NOT RATED,Drama;Mystery & Suspense,Noah Buschel,Noah Buschel,NA,2015-06-26,87,
B_1620,The Rise and Rise of Bitcoin,67,NOT RATED,Documentary;Special Interest,Nicholas Mross,Daniel Mross;Patrick Lope;Nicholas Mross,NA,2014-10-03,96,Gravitas Ventures
B_1621,Comet,43,R,Comedy;Drama;Romance,Sam Esmail,Sam Esmail,NA,2014-12-05,91,IFC Films
B_1622,Jauja,89,NOT RATED,Comedy;Drama,Lisandro Alonso,Lisandro Alonso;FabiÃ¡n Casas,NA,2015-03-20,108,Cinema Guild
B_1623,Madame Bovary,43,R,Art House & International;Drama,Sophie Barthes,Sophie Barthes;Felipe Marino,183185,2015-06-12,118,Alchemy
B_1624,The Water Diviner,62,R,Drama,Russell Crowe,Andrew Anastasios;Andrew Knight,NA,2015-04-24,111,Warner Bros. Pictures
B_1625,The Salvation,71,R,Drama;Western,Kristian Levring,Kristian Levring;Anders Thomas Jensen,NA,2015-02-27,100,IFC Films
B_1626,White God,89,R,Art House & International;Drama,KornÃ©l MundruczÃ³,Kata WÃ©ber;KornÃ©l MundruczÃ³;Viktoria Petranyi,NA,2015-03-27,117,Magnolia Pictures
B_1627,The Last Survivors (The Well),80,NOT RATED,Action & Adventure;Horror;Mystery & Suspense,Tom Hammock,Tom Hammock;Jacob Forman,NA,2014-06-12,95,
B_1628,Teacher of the Year,100,NOT RATED,Comedy,Jason Strouse,Jason Strouse,NA,2015-05-14,81,NA
B_1629,Inner Demons,56,NOT RATED,Horror,Seth Grossman,Glenn Gers,NA,2014-10-03,83,
B_1630,3 Hearts (3 coeurs),81,PG-13,Drama;Romance,BenoÃ®t Jacquot,BenoÃ®t Jacquot;Julien Boivent,104398,2015-03-13,106,Cohen Media Group
B_1631,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,100,NOT RATED,Documentary;Special Interest,NA,NA,NA,NA,97,NA
B_1632,A Little Chaos,45,R,Art House & International;Drama,Alan Rickman,Alison Deegan;Jeremy Brock;Alan Rickman,551609,2015-06-26,116,
B_1633,The Dead Lands,69,R,Action & Adventure,Toa Fraser,Glenn Standring,12040,2015-04-17,104,Magnet Releasing
B_1634,Adult Beginners,48,R,Comedy,Ross Katz,Nick Kroll;Jeff Cox;Liz Flahive,104415,2015-04-24,90,Radius
B_1635,True Story,43,R,Drama,Rupert Goold,Rupert Goold;David Kajganich,3422747,2015-04-17,100,20th Century Fox
B_1636,Jackie & Ryan,62,PG-13,Drama,Ami Canaan Mann,Ami Canaan Mann,NA,2015-07-03,90,Main Street Films
B_1637,Burying the Ex,29,R,Comedy;Horror;Romance,Joe Dante,Alan Trezza,NA,2015-06-19,99,
B_1638,Do You Believe?,21,PG-13,Drama,Jonathan M. Gunn,Chuck Konzelman;Cary Solomon,9172156,2015-03-20,115,Freestyle Releasing
B_1639,A La Mala,43,PG-13,Comedy;Romance,Pitipol Ybarra,Issa LÃ³pez;Ari Rosen,2813529,2015-02-27,105,Pantelion Films
B_1640,Any Day,0,NOT RATED,Drama,Rustam Branaman,Rustam Branaman,NA,2015-05-01,100,Gravitas Ventures
B_1641,Justice League: Gods and Monsters,86,PG-13,Action & Adventure,Sam Liu,Alan Burnett,NA,NA,72,
B_1642,Runoff,83,R,Drama,Kimberly Levin,Kimberly Levin,7465,2015-06-26,90,Monterey Media
B_1643,Greedy Lying Bastards,69,PG-13,Documentary;Special Interest,Craig Scott Rosebraugh,Craig Scott Rosebraugh;Patrick Gambuti Jr.;Patrick Gambutti Jr.,45000,2013-03-08,90,One Earth Productions
B_1644,Can't Stand Losing You,35,NOT RATED,Documentary;Musical & Performing Arts,Andy Grieve;Lauren Lazin,NA,23193,2015-03-20,83,Cinema Libre Studio
B_1645,The Longest Ride,29,PG-13,Drama,George Tillman Jr.,Nicholas Sparks;Craig Bolotin,NA,2015-04-10,128,20th Century Fox
B_1646,Gore Vidal: The United States Of Amnesia,80,NOT RATED,Documentary;Special Interest,Nicholas Wrathall,Nicholas Wrathall,133296,2014-05-23,89,IFC Films
B_1647,Heli,61,NOT RATED,Drama,Amat Escalante,Amat Escalante;Gabriel Reyes,NA,2014-06-13,105,Outsider Pictures
B_1648,Maggie,59,PG-13,Drama;Horror;Mystery & Suspense,Henry Hobson,John Scott 3,136397,2015-05-08,95,Lionsgate Films
B_1649,Paul Blart: Mall Cop 2,5,PG,Comedy;Kids & Family,Andy Fickman,Kevin James;Nick Bakay,NA,2015-04-17,94,Sony Pictures
B_1650,What We Do In The Shadows,96,R,Comedy;Drama,Taika Waititi;Jemaine Clement,Jemaine Clement;Taika Waititi,NA,2015-02-13,86,Paladin Pictures
B_1651,'71,95,PG-13,Action & Adventure;Drama,Yann Demange,Gregory Burke,1286219,2015-02-27,100,Roadside Attractions
B_1652,Tangerines,88,R,Drama,Zaza Urushadze,Zaza Urushadze,114501,2015-04-17,87,Magnolia Pictures
B_1653,Walking on Sunshine,33,NOT RATED,Art House & International;Musical & Performing Arts;Romance,Max Giwa;Dania Pasquini,Joshua St. Johnston,618328,2015-05-29,97,eOne Entertainment
B_1654,24 Days,79,NOT RATED,Drama,Alexandre Arcady,Antoine Lacomblez;Alexandre Arcady;Emilie FrÃ¨che,NA,2015-04-24,110,Menemsha Films
B_1655,112 Weddings,80,NOT RATED,Documentary;Special Interest;Romance,Doug Block,Doug Block;Maeve O'Boyle,NA,2013-05-31,92,HBO Documentary Films
B_1656,Gone Doggy Gone,71,NOT RATED,Action & Adventure;Comedy;Drama,Brandon Walter;Kasi Brown,Brandon Walter;Kasi Brown,NA,2015-06-26,89,Indican Pictures
B_1657,Goodbye to All That,62,NOT RATED,Comedy;Drama,Angus MacLachlan,Angus MacLachlan,NA,2014-12-17,87,IFC Films
B_1658,Clouds of Sils Maria,89,R,Drama,Olivier Assayas,Olivier Assayas,NA,2015-04-10,124,IFC Films
B_1659,It Follows,97,R,Horror,David Robert Mitchell,David Robert Mitchell,10705259,2015-04-03,94,Radius-TWC
B_1660,The Salt of the Earth,95,PG-13,Documentary;Special Interest,Wim Wenders;Juliano Ribeiro Salgado,Wim Wenders;Juliano Ribeiro Salgado;David Rosier,744582,2015-03-27,110,Sony Pictures Classics
B_1661,Set Fire To The Stars,56,NOT RATED,Drama,Andy Goddard,Andy Goddard;Celyn Jones,4280,2015-06-12,90,Strand Releasing
B_1662,Ex Machina,92,R,Drama;Mystery & Suspense;Science Fiction & Fantasy,Alex Garland,Alex Garland,19012798,2015-04-24,108,A24 Films
B_1663,Freedom,0,R,Drama;Musical & Performing Arts,Peter Cousens,Timothy A. Chey,124356,2015-06-05,93,Arc Entertainment
B_1664,The Road Within,35,R,Comedy;Drama,Gren Wells,Gren Wells,NA,2015-04-17,100,Well Go USA
B_1665,The Second Best Exotic Marigold Hotel,64,PG,Comedy,John Madden,Ol Parker,38996694,2015-03-06,122,20th Century Fox
B_1666,Merchants Of Doubt,84,PG-13,Documentary;Drama;Special Interest,Robert Kenner,NA,146394,2015-03-06,96,Sony Pictures Classics
B_1667,Kung Fu Killer,72,NOT RATED,Action & Adventure;Art House & International;Mystery & Suspense,Teddy Chan,Teddy Chan;Tin Shu Mak,88024,2015-04-24,100,Well Go USA
B_1668,Deli Man,81,PG-13,Drama,Erik Anjou,NA,479422,2015-03-06,91,Cohen Media Group
B_1669,Elimination Game (Turkey Shoot),20,NOT RATED,Action & Adventure;Art House & International,Jon Hewitt,Jon Hewitt;Belinda McClory,NA,NA,90,Thatcher Productions
B_1670,Woman in Gold,55,PG-13,Drama,Simon Curtis,Alexi Kaye Campbell,NA,2015-04-01,110,The Weinstein Company
B_1671,5 Flights Up,47,PG-13,Drama,Richard Loncraine,Charlie Peters,NA,2015-05-08,92,Focus Features
B_1672,Slow West,93,R,Action & Adventure;Mystery & Suspense,John M. Maclean,John M. Maclean,NA,2015-05-15,84,A24
B_1673,Wild Horses,17,R,Drama;Mystery & Suspense,Robert Duvall,Robert Duvall,NA,2015-06-05,100,Eone Films
B_1674,Dawn Patrol,0,NOT RATED,Drama,Daniel Petrie;Daniel Petrie Jr.,Brian Pittman;Rachel Long,NA,2015-06-05,87,Alchemy
B_1675,The Lovers,8,R,Action & Adventure;Romance,Roland JoffÃ©,Roland JoffÃ©,NA,2015-03-13,110,Sony Pictures
B_1676,Pound Of Flesh,18,R,Action & Adventure;Drama;Mystery & Suspense,Ernie Barbarash,Joshua James,NA,2015-05-15,104,
B_1677,Spike Island,46,NOT RATED,Drama,Mat Whitecross,Chris Coghill;Christopher Coghill,NA,2013-06-21,96,Level 33 Entertainment/Alchemy
B_1678,Danny Collins,77,R,Comedy;Drama;Musical & Performing Arts,Dan Fogelman,Dan Fogelman,4242318,2015-04-10,106,Bleecker Street Films
B_1679,Marfa Girl,27,NOT RATED,Drama,Larry Clark,Larry Clark,NA,2015-03-27,106,Breaking Glass Pictures
B_1680,The Gunman,17,R,Action & Adventure,Pierre Morel,Don MacPherson;Pete Travis,7926657,2015-03-20,115,Open Road Films
B_1681,Before You Know It,79,NOT RATED,Documentary;Special Interest,PJ Raval,NA,NA,2014-05-30,110,The Film Collaborative
B_1682,Stop The Pounding Heart,81,NOT RATED,Drama,Roberto Minervini,Roberto Minervini,2363,2014-09-19,100,Big World Pictures
B_1683,If You Build It,81,NOT RATED,Documentary;Special Interest,Patrick Creadon,NA,11079,2014-01-10,85,Long Shot Factory
B_1684,Get Hard,29,R,Comedy,Etan Cohen,Jay Martel,NA,2015-03-27,100,Warner Bros. Pictures
B_1685,Unfinished Business,10,R,Comedy,Ken Scott (V),Steven Conrad,NA,2015-03-06,90,20th Century Fox
B_1686,"Kumiko, the Treasure Hunter",88,NOT RATED,Drama,David Zellner,David Zellner;Nathan Zellner,NA,2015-03-18,105,Amplify
B_1687,The Lazarus Effect,15,PG-13,Horror,David Gelb,Luke Dawson;Jeremy Slater,20467547,2015-02-27,83,Relativity Media
B_1688,Born To Fly,90,NOT RATED,Documentary;Special Interest,Catherine Gund,NA,21199,2014-09-10,83,Aubin Pictures
B_1689,Alex of Venice,73,R,Drama,Chris Messina,Jessica Goldberg;Katie Nehra;Justin Shilton,NA,2015-04-17,86,Screen Media Films
B_1690,Zero Motivation,86,NOT RATED,Drama,Talya Lavie,Talya Lavie,NA,2014-12-03,90,Zeitgeist Films
B_1691,Time Lapse,73,NOT RATED,Mystery & Suspense;Science Fiction & Fantasy,Bradley King,Bradley King;B.P. Cooper,NA,2015-05-15,104,
B_1692,Wild Tales,95,R,Comedy;Drama;Mystery & Suspense,DamiÃ¡n Szifron,DamiÃ¡n Szifron,NA,2015-02-20,122,Sony Pictures Classics
B_1693,Timbuktu,99,PG-13,Art House & International;Drama,Abderrahmane Sissako,Abderrahmane Sissako;Kessen Tall,696436,2015-01-28,97,Cohen Media Group
B_1694,Uncertain Terms,71,NOT RATED,Comedy;Drama,Nathan Silver,Nathan Silver;Chloe Domont;Cody Stokes,NA,2015-05-29,75,NA
B_1695,Hard to be a God,94,NOT RATED,Science Fiction & Fantasy,Aleksei German,NA,NA,2015-01-30,170,Kino Lorber
B_1696,The Pact II,22,NOT RATED,Horror;Mystery & Suspense,Dallas Richard Hallam;Patrick Horvath,Patrick Horvath;Dallas Richard Hallam,NA,2014-10-10,96,IFC
B_1697,Old Fashioned,19,PG-13,Drama;Romance,Rik Swartzwelder,Rik Swartzwelder,NA,2015-02-13,115,Freestyle Releasing
B_1698,The Forger,9,R,Action & Adventure;Drama;Mystery & Suspense,Philip Martin,Richard D'Ovidio,NA,2015-04-24,92,
B_1699,While We're Young,84,R,Comedy;Drama,Noah Baumbach,Noah Baumbach,7008208,2015-03-27,94,A24
B_1700,Kill Me Three Times,15,R,Mystery & Suspense,Kriv Stenders,James McFarland,NA,2015-04-10,91,Magnolia Pictures
B_1701,Alien Outpost,21,NOT RATED,Action & Adventure,Jabbar Raisani,Blake Clifton;Jabbar Raisani,NA,2015-01-30,90,Altitude Film Entertainment
B_1702,Dark Summer,32,NOT RATED,Mystery & Suspense,Paul Solet,Mike Le,NA,2015-01-09,81,
B_1703,Laugh Killer Laugh,33,NOT RATED,Mystery & Suspense,Kamal Ahmed,Kamal Ahmed,NA,2015-04-24,100,
B_1704,Last Knights,14,R,Action & Adventure,Kazuaki Kiriya,Dove Sussman;Michael Konyves,NA,2015-04-03,115,
B_1705,Survivor,9,PG-13,Action & Adventure;Mystery & Suspense,James McTeigue,Philip Shelby,130307,2015-05-29,96,Alchemy
B_1706,Serena,16,R,Drama,Susanne Bier,Christopher Kyle,326289,2015-03-27,109,Magnolia Pictures
B_1707,Papadopoulos & Sons,77,NOT RATED,Art House & International;Comedy;Drama,Marcus Markou;Markos Markou,Marcus Markou;Markos Markou,NA,NA,105,
B_1708,Cupcakes,77,NOT RATED,Comedy,Eytan Fox,Eytan Fox;Eli Bijaoui,8910,2015-03-27,90,Strand Releasing
B_1709,Jupiter Ascending,26,PG-13,Action & Adventure;Science Fiction & Fantasy,Lana Wachowski;Lilly Wachowski,Lana Wachowski;Lilly Wachowski,43733037,2015-02-06,125,Warner Bros. Pictures
B_1710,Kingsman: The Secret Service,74,R,Mystery & Suspense,Matthew Vaughn,Matthew Vaughn;Jane Goldman,119469511,2015-02-13,128,20th Century Fox
B_1711,Project Almanac,37,PG-13,Mystery & Suspense;Science Fiction & Fantasy,Dean Israelite,Jason Pagan;Andrew Stark,NA,2015-01-30,120,Paramount Pictures
B_1712,McFarland USA,80,PG,Drama;Kids & Family,Niki Caro,Bettina Gilois;Grant Thompson;Christopher Cleveland,NA,2015-02-20,129,Walt Disney Pictures
B_1713,The SpongeBob Movie: Sponge Out of Water,80,PG,Animation;Comedy;Kids & Family,Paul Tibbitt,Glenn Berger;Paul Tibbitt;Jonathan Aibel;Stephen Hillenburg,NA,2015-02-06,100,Paramount Pictures
B_1714,Electric Slide,14,R,Drama,Tristan Patterson,Tristan Patterson,NA,2015-04-03,95,Paragon Pictures
B_1715,Gerontophilia,46,NOT RATED,Comedy;Romance,Bruce Labruce,Bruce Labruce;Daniel Allen Cox,4780,2015-05-01,90,Strand Releasing
B_1716,Eastern Boys,88,NOT RATED,Drama,Robin Campillo,Robin Campillo,NA,2015-02-27,128,First Run Features
B_1717,Cas & Dylan,31,NOT RATED,Art House & International;Comedy;Drama,Jason Priestley,Jessie Gabe,NA,2015-05-01,90,Entertainment One Films
B_1718,Camp X-Ray,75,R,Drama,Peter Sattler,Peter Sattler,9837,2014-10-17,117,IFC Films
B_1719,Rich Hill,84,NOT RATED,Documentary;Special Interest,Andrew Droz Palermo;Tracy Droz Tragos,NA,NA,2014-08-01,91,The Orchard
B_1720,Der Samurai,100,NOT RATED,Horror;Mystery & Suspense;Science Fiction & Fantasy,Till Kleinert,Till Kleinert,NA,NA,79,
B_1721,"Farewell, Herr Schwarz",91,NOT RATED,Documentary,Yael Reuveny,Yael Reuveny,NA,2015-01-09,97,Kino Lorber
B_1722,Red Army,95,PG,Documentary;Sports & Fitness,Gabe Polsky,Gabe Polsky,694600,2015-01-23,85,Sony Pictures Classics
B_1723,GETT: The Trial of Viviane Amsalem,100,NOT RATED,Art House & International;Drama,Shlomi Elkabetz;Ronit Elkabetz,Shlomi Elkabetz;Ronit Elkabetz,650571,2015-02-13,115,Music Box Films
B_1724,The DUFF,71,PG-13,Comedy,NA,NA,30777437,2015-02-20,100,Lionsgate Films
B_1725,A Master Builder,83,PG,Documentary,Jonathan Demme,Wallace Shawn,46874,2014-07-23,130,
B_1726,Beyond The Reach,37,R,Mystery & Suspense,Jean-Baptiste LÃ©onetti,Stephen Susco,32050,2015-04-17,91,Roadside Attractions
B_1727,All Relative,10,NOT RATED,Comedy;Drama;Romance,J.C. Khoury,J.C. Khoury,NA,2014-11-21,85,Shoot First Entertainment
B_1728,Free the Nipple,18,NOT RATED,Comedy,Lina Esco,Hunter Richards,NA,2014-12-12,79,IFC Films
B_1729,The Taking of Tiger Mountain,73,NOT RATED,Action & Adventure,Hark Tsui,Hark Tsui;Wu Yao Bing;Li Yang;Dong Zhe;Huang Xin,228984,2015-01-02,136,
B_1730,The Squeeze,17,PG-13,Comedy;Drama;Sports & Fitness,Terry Jastrow,Terry Jastrow,NA,2015-04-17,95,Arc Entertainment
B_1731,The Sisterhood Of Night,80,PG-13,Horror,Caryn Waechter,Marilyn Fu,NA,2015-04-10,102,Cine Mosaic
B_1732,Bravetown,20,R,Romance,Daniel Duran,Oscar Orlando Torres,NA,2015-05-08,112,Entertainment One
B_1733,Seventh Son,12,PG-13,Drama;Science Fiction & Fantasy,Sergey Bodrov,Matt Greenberg;Charles Leavitt;Aaron Guzikowski,14945592,2015-02-06,102,Universal
B_1734,Focus,56,R,Comedy;Drama,John Requa;Glenn Ficarra,John Requa;Glenn Ficarra,50265541,2015-02-27,104,Warner Bros. Pictures
B_1735,American Sniper,72,R,Action & Adventure;Drama,Clint Eastwood,Jason Hall,274377268,2015-01-16,134,Warner Bros.
B_1736,3 Holes and a Smoking Gun,40,NOT RATED,Mystery & Suspense,Hilarion Banks,Scott Fivelson,NA,2015-03-27,90,Cave of Time Pictures
B_1737,Cut Bank,32,R,Mystery & Suspense,Matt Shakman,Roberto PatiÃ±o,NA,2015-04-03,93,A24
B_1738,Minuscule: Valley of the Lost Ants (Minuscule - La vallÃ©e des fourmis perdues),89,NOT RATED,Action & Adventure;Animation;Art House & International;Comedy,HÃ©lÃ¨ne Giraud;Thomas Szabo,Thomas Szabo;HÃ©lÃ¨ne Giraud,195294,NA,66,NA
